T   DenGas   DenLiquid 
0.14000000000    0.0000000000000000    5.1389466928378704 
0.14500000000    0.0000000000000002    5.1057077269701647 
0.15000000000    0.0000000000000010    5.0731159231154752 
0.15500000000    0.0000000000000047    5.0411349691714760 
0.16000000000    0.0000000000000191    5.0097316013469806 
0.16500000000    0.0000000000000708    4.9788752595170838 
0.17000000000    0.0000000000002407    4.9485377906678254 
0.17500000000    0.0000000000007576    4.9186931925095401 
0.18000000000    0.0000000000022229    4.8893173908303025 
0.18500000000    0.0000000000061169    4.8603880453385297 
0.19000000000    0.0000000000158687    4.8318843796799342 
0.19500000000    0.0000000000389968    4.8037870320630853 
0.20000000000    0.0000000000911680    4.7760779235311741 
0.20500000000    0.0000000002035395    4.7487401414062500 
0.21000000000    0.0000000004354625    4.7217578358305072 
0.21500000000    0.0000000008955841    4.6951161276553313 
0.22000000000    0.0000000017756058    4.6688010261974648 
0.22500000000    0.0000000034024287    4.6427993556038194 
0.23000000000    0.0000000063161326    4.6170986887512129 
0.23500000000    0.0000000113831142    4.5916872877614727 
0.24000000000    0.0000000199556811    4.5665540503416757 
0.24500000000    0.0000000340913353    4.5416884612680910 
0.25000000000    0.0000000568467410    4.5170805484243779 
0.25500000000    0.0000000926628252    4.4927208428825898 
0.26000000000    0.0000001478584313    4.4686003425819267 
0.26500000000    0.0000002312503269    4.4447104792168828 
0.27000000000    0.0000003549170213    4.4210430879950113 
0.27500000000    0.0000005351227197    4.3975903799662808 
0.28000000000    0.0000007934157745    4.3743449166619914 
0.28500000000    0.0000011579132174    4.3512995868122930 
0.29000000000    0.0000016647794107    4.3284475849383108 
0.29500000000    0.0000023599026483    4.3057823916382789 
0.30000000000    0.0000033007688071    4.2832977554074398 
0.30500000000    0.0000045585260526    4.2609876758492469 
0.31000000000    0.0000062202293431    4.2388463881509164 
0.31500000000    0.0000083912482323    4.2168683487099825 
0.32000000000    0.0000111978164569    4.1950482218103975 
0.32500000000    0.0000147896971852    4.1733808672572286 
0.33000000000    0.0000193429337707    4.1518613288881632 
0.33500000000    0.0000250626525430    4.1304848238881906 
0.34000000000    0.0000321858816837    4.1092467328409379 
0.34500000000    0.0000409843486575    4.0881425904565187 
0.35000000000    0.0000517672180429    4.0671680769213019 
0.35500000000    0.0000648837319215    4.0463190098200057 
0.36000000000    0.0000807257162360    4.0255913365849301 
0.36500000000    0.0000997299186285    4.0049811274310656 
0.37000000000    0.0001223801461579    3.9844845687393229 
0.37500000000    0.0001492091748466    3.9640979568532893 
0.38000000000    0.0001808004071071    3.9438176922577046 
0.38500000000    0.0002177892576136    3.9236402741094110 
0.39000000000    0.0002608642529731    3.9035622950938138 
0.39500000000    0.0003107678354788    3.8835804365819548 
0.40000000000    0.0003682968661706    3.8636914640651945 
0.40500000000    0.0004343028272470    3.8438922228462107 
0.41000000000    0.0005096917284788    3.8241796339665868 
0.41500000000    0.0005954237265601    3.8045506903527011 
0.42000000000    0.0006925124702254    3.7850024531629449 
0.42500000000    0.0008020241874041    3.7655320483205190 
0.43000000000    0.0009250765336295    3.7461366632171589 
0.43500000000    0.0010628372233515    3.7268135435741971 
0.44000000000    0.0012165224677038    3.7075599904482992 
0.44500000000    0.0013873952436620    3.6883733573701090 
0.45000000000    0.0015767634204091    3.6692510476048490 
0.45500000000    0.0017859777691382    3.6501905115246682 
0.46000000000    0.0020164298824979    3.6311892440832327 
0.46500000000    0.0022695500294749    3.6122447823836894 
0.47000000000    0.0025468049707549    3.5933547033317197 
0.47500000000    0.0028496957585615    3.5745166213659401 
0.48000000000    0.0031797555436918    3.5557281862584027 
0.48500000000    0.0035385474109994    3.5369870809783919 
0.49000000000    0.0039276622629712    3.5182910196131227 
0.49500000000    0.0043487167693433    3.4996377453393097 
0.50000000000    0.0048033513989553    3.4810250284399085 
0.50500000000    0.0052932285482765    3.4624506643606185 
0.51000000000    0.0058200307793005    3.4439124718009917 
0.51500000000    0.0063854591778079    3.4254082908352177 
0.52000000000    0.0069912318413815    3.4069359810578441 
0.52500000000    0.0076390825050275    3.3884934197498464 
0.53000000000    0.0083307593108404    3.3700785000605982 
0.53500000000    0.0090680237268454    3.3516891292013811 
0.54000000000    0.0098526496189815    3.3333232266461561 
0.54500000000    0.0106864224791451    3.3149787223353560 
0.55000000000    0.0115711388113064    3.2966535548784659 
0.55500000000    0.0125086056769357    3.2783456697511704 
0.56000000000    0.0135006404003374    3.2600530174827793 
0.56500000000    0.0145490704339707    3.2417735518295996 
0.57000000000    0.0156557333834531    3.2235052279298215 
0.57500000000    0.0168224771916668    3.2052460004353600 
0.58000000000    0.0180511604812353    3.1869938216159537 
0.58500000000    0.0193436530545888    3.1687466394306329 
0.59000000000    0.0207018365508894    3.1505023955614639 
0.59500000000    0.0221276052592405    3.1322590234042282 
0.60000000000    0.0236228670878470    3.1140144460104193 
0.60500000000    0.0251895446891247    3.0957665739746121 
0.61000000000    0.0268295767411734    3.0775133032609179 
0.61500000000    0.0285449193865249    3.0592525129618151 
0.62000000000    0.0303375478296549    3.0409820629822155 
0.62500000000    0.0322094580954020    3.0226997916411031 
0.63000000000    0.0341626689511757    3.0044035131825346 
0.63500000000    0.0361992239966471    2.9860910151871627 
0.64000000000    0.0383211939255181    2.9677600558747432 
0.64500000000    0.0405306789649523    2.9494083612873183 
0.65000000000    0.0428298114993304    2.9310336223419022 
0.65500000000    0.0452207588861753    2.9126334917405448 
0.66000000000    0.0477057264733850    2.8942055807245683 
0.66500000000    0.0502869608283238    2.8757474556585993 
0.67000000000    0.0529667531908711    2.8572566344286714 
0.67500000000    0.0557474431642264    2.8387305826372060 
0.68000000000    0.0586314226591399    2.8201667095760201 
0.68500000000    0.0616211401092958    2.8015623639566396 
0.69000000000    0.0647191049778593    2.7829148293751347 
0.69500000000    0.0679278925777201    2.7642213194863485 
0.70000000000    0.0712501492307803    2.7454789728597579 
0.70500000000    0.0746885977947654    2.7266848474862577 
0.71000000000    0.0782460435895435    2.7078359149018087 
0.71500000000    0.0819253807588744    2.6889290538901203 
0.72000000000    0.0857295991079321    2.6699610437222563 
0.72500000000    0.0896617914619433    2.6509285568862069 
0.73000000000    0.0937251615969379    2.6318281512539294 
0.73500000000    0.0979230328000257    2.6126562616270887 
0.74000000000    0.1022588571239215    2.5934091905955206 
0.74500000000    0.1067362254087871    2.5740830986342100 
0.75000000000    0.1113588781540118    2.5546739933551255 
0.75500000000    0.1161307173335318    2.5351777178193613 
0.76000000000    0.1210558192609336    2.5155899378024960 
0.76500000000    0.1261384486251987    2.4959061278915229 
0.77000000000    0.1313830738348888    2.4761215562748706 
0.77500000000    0.1367943838282706    2.4562312680673704 
0.78000000000    0.1423773065298679    2.4362300669891361 
0.78500000000    0.1481370291608426    2.4161124951904394 
0.79000000000    0.1540790206422289    2.3958728109831133 
0.79500000000    0.1602090563673388    2.3755049642017703 
0.80000000000    0.1665332456637998    2.3550025688740184 
0.80500000000    0.1730580623181539    2.3343588728264426 
0.81000000000    0.1797903785985553    2.3135667237905433 
0.81500000000    0.1867375032861542    2.2926185314978094 
0.82000000000    0.1939072243161084    2.2715062251627867 
0.82500000000    0.2013078567384805    2.2502212056437108 
0.83000000000    0.2089482968421848    2.2287542914373950 
0.83500000000    0.2168380834476029    2.2070956575026388 
0.84000000000    0.2249874675731541    2.1852347657067659 
0.84500000000    0.2334074919279666    2.1631602854430798 
0.85000000000    0.2421100819899014    2.1408600026599105 
0.85500000000    0.2511081508127554    2.1183207151573966 
0.86000000000    0.2604157201914658    2.0955281115231470 
0.86500000000    0.2700480614303054    2.0724666304617694 
0.87000000000    0.2800218597481891    2.0491192964841591 
0.87500000000    0.2903554073744122    2.0254675269032152 
0.88000000000    0.3010688317166001    2.0014909037542337 
0.88500000000    0.3121843667311849    1.9771669025096821 
0.89000000000    0.3237266779525787    1.9524705671322122 
0.89500000000    0.3357232547664636    1.9273741178805384 
0.90000000000    0.3482048877750153    1.9018464740203966 
0.90500000000    0.3612062549863277    1.8758526677083722 
0.91000000000    0.3747666488040133    1.8493531170726716 
0.91500000000    0.3889308875290393    1.8223027147788304 
0.92000000000    0.4037504720923931    1.7946496713618239 
0.92500000000    0.4192850738690275    1.7663340274741921 
0.93000000000    0.4356044773827322    1.7372857112405904 
0.93500000000    0.4527911604657026    1.7074219581550625 
0.94000000000    0.4709437879252756    1.6766438174686302 
0.94500000000    0.4901820482816928    1.6448313155034024 
0.95000000000    0.5106535244922048    1.6118365849779581 
0.95500000000    0.5325437536275971    1.5774738053779913 
0.96000000000    0.5560914962716573    1.5415039336017606 
0.96500000000    0.5816129505564819    1.5036104899675138 
0.97000000000    0.6095422948691415    1.4633590155474292 
0.97500000000    0.6405044526423574    1.4201243074154979 
0.98000000000    0.6754583130259050    1.3729471980126888 
0.98500000000    0.7160176350955931    1.3202136509726083 
0.99000000000    0.7653281796696176    1.2587776293379067 
0.99500000000    0.8315091096027677    1.1805196952970536 
1.00000000000    1.0000000000000000    1.0000000000000000 
